location,bud_burst_date,bud_burst_days,flowering_date,flowering_days
Haenam,1988-03-17,76,1986-04-06,95
Haenam,1989-03-02,60,1987-04-03,92
Haenam,1990-03-18,76,1988-04-09,99
Haenam,1991-03-29,87,1989-03-14,72
Haenam,1992-03-19,78,1990-03-26,84
Haenam,1993-03-20,78,1991-04-08,97
Haenam,1994-03-23,81,1992-03-30,89
Haenam,1995-03-20,78,1993-04-03,92
Haenam,1996-03-29,88,1994-04-07,96
Haenam,1997-03-12,70,1995-04-06,95
Haenam,1998-03-16,74,1996-04-15,105
Haenam,1999-03-18,76,1997-04-03,92
Haenam,2000-03-29,88,1998-04-01,90
Haenam,2001-03-25,83,1999-04-05,94
Haenam,2002-03-18,76,2000-04-09,99
Haenam,2003-03-19,77,2001-04-06,95
Haenam,2004-03-23,82,2002-03-30,88
Haenam,2005-04-06,95,2003-04-01,90
Haenam,2006-03-22,80,2004-03-29,88
Haenam,2007-03-19,77,2005-04-09,98
Haenam,2008-03-24,83,2006-04-05,94
Haenam,,,2007-03-30,88
Haenam,,,2008-04-03,93
Goheung,1975-03-14,72,1975-04-07,96
Goheung,1977-03-14,72,1976-04-05,95
Goheung,1978-03-15,73,1977-04-06,95
Goheung,1979-03-10,68,1978-04-10,99
Goheung,1980-03-18,77,1979-04-07,96
Goheung,1982-03-26,84,1980-04-16,106
Goheung,1983-03-30,88,1981-04-14,103
Goheung,1984-04-07,97,1982-04-11,100
Goheung,1985-04-04,93,1983-04-13,102
Goheung,1986-03-29,87,1984-04-16,106
Goheung,1987-03-21,79,1985-04-08,97
Goheung,1988-03-30,89,1986-04-07,96
Goheung,1989-03-20,78,1987-04-07,96
Goheung,1990-03-19,77,1988-04-11,101
Goheung,1991-03-22,80,1989-03-31,89
Goheung,1992-03-13,72,1990-03-26,84
Goheung,1993-03-15,73,1991-03-29,87
Goheung,1994-03-29,87,1992-03-20,79
Goheung,1995-03-26,84,1993-03-31,89
Goheung,1996-03-25,84,1994-04-06,95
Goheung,1997-03-12,70,1995-04-05,94
Goheung,1998-03-07,65,1996-04-10,100
Goheung,1999-03-13,71,1997-03-31,89
Goheung,2000-03-22,81,1998-03-28,86
Goheung,2001-03-21,79,1999-03-29,87
Goheung,2002-03-15,73,2000-03-30,89
Goheung,2003-03-13,71,2001-04-03,92
Goheung,2004-03-13,72,2002-03-30,88
Goheung,2005-03-21,79,2003-03-31,89
Goheung,2006-03-18,76,2004-03-29,88
Goheung,2007-03-13,71,2005-04-08,97
Goheung,2008-03-15,74,2006-04-01,90
Goheung,,,2007-03-27,85
Goheung,,,2008-03-28,87
Uiryeong,"Series([],",,"Series([],",
Hamyang,"Series([],",,"Series([],",
Gwangyang,"Series([],",,"Series([],",
Jindo,"Series([],",,"Series([],",
Bonghwa,1988-04-09,99,1988-04-22,112
Bonghwa,1990-04-02,91,1990-04-08,97
Bonghwa,1991-04-11,100,1991-04-15,104
Bonghwa,1992-04-02,92,1992-04-06,96
Bonghwa,1993-04-02,91,1993-04-16,105
Bonghwa,1994-04-02,91,1994-04-11,100
Bonghwa,1995-04-11,100,1995-04-23,112
Bonghwa,1996-04-11,101,1996-04-27,117
Bonghwa,1997-04-06,95,1997-04-21,110
Bonghwa,1998-03-30,88,1998-04-13,102
Bonghwa,1999-04-06,95,1999-04-20,109
Bonghwa,2000-04-02,92,2000-04-23,113
Bonghwa,2001-04-09,98,2001-04-17,106
Bonghwa,2002-03-23,81,2002-04-07,96
Bonghwa,2003-04-02,91,2003-04-18,107
Bonghwa,2004-03-31,90,2004-04-12,102
Bonghwa,2005-04-08,97,2005-04-19,108
Bonghwa,2006-04-03,92,2006-04-18,107
Bonghwa,2007-03-27,85,2007-04-13,102
Bonghwa,2008-04-03,93,2008-04-16,106
Yeongju,1976-04-12,102,1973-04-13,102
Yeongju,1977-04-10,99,1974-04-20,109
Yeongju,1978-04-05,94,1975-04-15,104
Yeongju,1979-03-26,84,1976-04-16,106
Yeongju,1980-03-27,86,1977-04-20,109
Yeongju,1981-04-01,90,1978-04-12,101
Yeongju,1982-03-26,84,1979-04-12,101
Yeongju,1983-03-28,86,1980-04-14,104
Yeongju,1984-04-07,97,1981-04-11,100
Yeongju,1985-04-06,95,1982-04-03,92
Yeongju,1986-04-05,94,1983-04-08,97
Yeongju,1987-04-01,90,1984-04-18,108
Yeongju,1988-04-04,94,1985-04-13,102
Yeongju,1989-04-01,90,1986-04-15,104
Yeongju,1990-03-27,85,1987-04-13,102
Yeongju,1991-04-09,98,1988-04-13,103
Yeongju,1992-03-31,90,1989-04-07,96
Yeongju,1993-03-30,88,1990-04-04,93
Yeongju,1994-04-02,91,1991-04-16,105
Yeongju,1995-03-24,82,1992-04-05,95
Yeongju,1996-04-10,100,1993-04-06,95
Yeongju,1997-03-26,84,1994-04-08,97
Yeongju,1998-03-19,77,1995-04-14,103
Yeongju,1999-03-17,75,1996-04-24,114
Yeongju,2000-03-30,89,1997-04-11,100
Yeongju,2001-03-31,89,1998-04-06,95
Yeongju,2002-03-18,76,1999-04-12,101
Yeongju,2003-03-28,86,2000-04-13,103
Yeongju,2004-03-27,86,2001-04-10,99
Yeongju,2005-04-03,92,2002-04-01,90
Yeongju,2006-03-27,85,2003-04-11,100
Yeongju,2007-03-24,82,2004-04-08,98
Yeongju,2008-03-26,85,2005-04-14,103
Yeongju,,,2006-04-10,99
Yeongju,,,2007-04-08,97
Yeongju,,,2008-04-08,98
Mungyeong,1973-03-20,78,1973-03-29,87
Mungyeong,1974-03-20,78,1974-04-14,103
Mungyeong,1979-03-29,87,1975-04-17,106
Mungyeong,1984-04-15,105,1976-04-19,109
Mungyeong,1985-04-09,98,1977-04-16,105
Mungyeong,1986-04-10,99,1978-04-13,102
Mungyeong,1987-04-03,92,1979-04-07,96
Mungyeong,1988-04-11,101,1980-04-11,101
Mungyeong,1989-03-26,84,1981-04-08,97
Mungyeong,1990-03-20,78,1982-04-07,96
Mungyeong,1991-04-02,91,1983-04-08,97
Mungyeong,1992-03-30,89,1984-04-17,107
Mungyeong,1993-03-26,84,1985-04-12,101
Mungyeong,1994-03-28,86,1986-04-17,106
Mungyeong,1995-04-06,95,1987-04-10,99
Mungyeong,1996-04-10,100,1988-04-14,104
Mungyeong,1997-04-10,99,1989-04-01,90
Mungyeong,1998-04-05,94,1990-04-06,95
Mungyeong,1999-03-31,89,1991-04-08,97
Mungyeong,2000-03-30,89,1992-04-03,93
Mungyeong,2001-04-04,93,1993-04-13,102
Mungyeong,2002-03-18,76,1994-04-09,98
Mungyeong,2003-03-28,86,1995-04-13,102
Mungyeong,2004-03-26,85,1996-04-18,108
Mungyeong,2005-03-29,87,1997-04-16,105
Mungyeong,2006-03-24,82,1998-04-08,97
Mungyeong,2007-03-24,82,1999-04-09,98
Mungyeong,2008-03-25,84,2000-04-09,99
Mungyeong,,,2001-04-08,97
Mungyeong,,,2002-03-25,83
Mungyeong,,,2003-04-13,102
Mungyeong,,,2004-04-06,96
Mungyeong,,,2005-04-15,104
Mungyeong,,,2006-04-08,97
Mungyeong,,,2008-04-07,97
Cheongsong,"Series([],",,"Series([],",
Yeongdeok,1973-03-20,78,1973-04-08,97
Yeongdeok,1975-03-29,87,1974-04-13,102
Yeongdeok,1976-03-19,78,1975-04-12,101
Yeongdeok,1977-03-27,85,1976-04-14,104
Yeongdeok,1978-03-26,84,1977-04-07,96
Yeongdeok,1979-03-24,82,1978-04-08,97
Yeongdeok,1980-03-25,84,1979-04-17,106
Yeongdeok,1981-03-27,85,1980-04-07,97
Yeongdeok,1982-03-21,79,1981-04-13,102
Yeongdeok,1983-03-22,80,1982-04-02,91
Yeongdeok,1984-03-31,90,1983-04-06,95
Yeongdeok,1985-03-29,87,1984-04-17,107
Yeongdeok,1986-03-31,89,1985-04-11,100
Yeongdeok,1987-03-10,68,1986-04-11,100
Yeongdeok,1988-03-29,88,1987-04-06,95
Yeongdeok,1989-03-27,85,1988-04-15,105
Yeongdeok,1990-03-23,81,1989-04-07,96
Yeongdeok,1991-03-20,78,1990-03-29,87
Yeongdeok,1992-03-05,64,1991-04-14,103
Yeongdeok,1993-03-10,68,1992-04-02,92
Yeongdeok,1994-03-23,81,1993-04-06,95
Yeongdeok,1995-03-18,76,1994-04-03,92
Yeongdeok,1996-03-20,79,1995-04-03,92
Yeongdeok,1997-03-11,69,1996-04-10,100
Yeongdeok,1998-03-06,64,1997-03-31,89
Yeongdeok,1999-03-11,69,1998-03-30,88
Yeongdeok,2000-03-21,80,1999-04-05,94
Yeongdeok,2001-03-23,81,2000-04-05,95
Yeongdeok,2002-03-16,74,2001-04-03,92
Yeongdeok,2003-03-24,82,2002-03-25,83
Yeongdeok,2004-03-18,77,2003-04-05,94
Yeongdeok,2005-04-02,91,2004-03-28,87
Yeongdeok,2006-03-21,79,2005-04-07,96
Yeongdeok,2007-03-08,66,2006-04-01,90
Yeongdeok,2008-03-20,79,2007-03-28,86
Yeongdeok,,,2008-04-03,93
Uiseong,1973-03-22,80,1973-04-07,96
Uiseong,1974-04-05,94,1974-04-15,104
Uiseong,1975-04-02,91,1975-04-16,105
Uiseong,1976-04-01,91,1976-04-13,103
Uiseong,1978-04-02,91,1977-04-16,105
Uiseong,1979-03-16,74,1978-04-08,97
Uiseong,1980-03-25,84,1979-04-10,99
Uiseong,1981-04-07,96,1980-04-12,102
Uiseong,1982-04-04,93,1981-04-12,101
Uiseong,1983-03-28,86,1982-04-11,100
Uiseong,1984-04-07,97,1983-04-08,97
Uiseong,1985-04-02,91,1984-04-17,107
Uiseong,1986-03-30,88,1985-04-12,101
Uiseong,1987-04-06,95,1986-04-15,104
Uiseong,1988-04-05,95,1987-04-09,98
Uiseong,1989-04-06,95,1988-04-17,107
Uiseong,1990-03-26,84,1989-04-11,100
Uiseong,1991-04-05,94,1990-04-06,95
Uiseong,1992-03-30,89,1991-04-12,101
Uiseong,1993-03-30,88,1992-04-04,94
Uiseong,1994-03-30,88,1993-04-09,98
Uiseong,1995-03-28,86,1994-04-08,97
Uiseong,1996-03-29,88,1995-04-13,102
Uiseong,1997-03-31,89,1996-04-21,111
Uiseong,1998-03-22,80,1997-04-15,104
Uiseong,1999-03-27,85,1998-04-09,98
Uiseong,2000-04-03,93,1999-04-07,96
Uiseong,2001-04-01,90,2000-04-13,103
Uiseong,2002-03-30,88,2001-04-09,98
Uiseong,2003-03-31,89,2002-04-04,93
Uiseong,2004-03-30,89,2003-04-07,96
Uiseong,2005-04-02,91,2004-04-06,96
Uiseong,2006-04-02,91,2005-04-12,101
Uiseong,2007-04-04,93,2006-04-11,100
Uiseong,2008-04-02,92,2007-04-10,99
Uiseong,,,2008-04-08,98
Gumi,1974-04-07,96,1974-04-14,103
Gumi,1976-04-13,103,1975-04-09,98
Gumi,1977-04-06,95,1976-04-10,100
Gumi,1978-03-28,86,1977-04-10,99
Gumi,1979-03-29,87,1978-04-08,97
Gumi,1980-04-01,91,1979-04-06,95
Gumi,1981-03-31,89,1980-04-09,99
Gumi,1982-03-25,83,1981-04-08,97
Gumi,1983-03-21,79,1982-04-03,92
Gumi,1984-03-31,90,1983-04-09,98
Gumi,1985-03-31,89,1984-04-16,106
Gumi,1986-03-28,86,1985-04-11,100
Gumi,1987-03-20,78,1986-04-11,100
Gumi,1988-03-24,83,1987-04-08,97
Gumi,1989-03-17,75,1988-04-13,103
Gumi,1990-03-10,68,1989-04-04,93
Gumi,1991-03-15,73,1990-03-28,86
Gumi,1992-03-11,70,1991-04-11,100
Gumi,1993-03-13,71,1992-03-31,90
Gumi,1994-03-17,75,1993-04-03,92
Gumi,1995-03-12,70,1994-04-06,95
Gumi,1996-03-26,85,1995-04-05,94
Gumi,1997-03-15,73,1996-04-15,105
Gumi,1998-03-12,70,1997-04-01,90
Gumi,1999-03-12,70,1998-03-28,86
Gumi,2000-03-16,75,1999-04-02,91
Gumi,2001-03-18,76,2000-04-12,102
Gumi,2002-03-11,69,2001-04-01,90
Gumi,2003-03-20,78,2002-03-25,83
Gumi,2004-03-16,75,2003-04-01,90
Gumi,2005-03-26,84,2004-03-28,87
Gumi,2006-03-24,82,2005-04-07,96
Gumi,2007-03-21,79,2006-04-03,92
Gumi,2008-03-21,80,2007-03-28,86
Gumi,2009-03-17,75,2008-04-01,91
Gumi,2010-03-26,84,2009-03-25,83
Gumi,2011-03-23,81,2010-04-08,97
Gumi,2012-03-26,85,2011-04-07,96
Gumi,2013-03-18,76,2012-04-09,99
Gumi,2014-03-18,76,2013-03-31,89
Gumi,2015-03-18,76,2014-03-28,86
Gumi,,,2015-03-28,86
Yeongcheon,1973-03-27,85,1973-04-06,95
Yeongcheon,1974-04-06,95,1974-04-11,100
Yeongcheon,1975-04-02,91,1975-04-08,97
Yeongcheon,1976-03-26,85,1976-04-09,99
Yeongcheon,1977-04-01,90,1977-04-07,96
Yeongcheon,1978-03-18,76,1978-04-06,95
Yeongcheon,1979-03-15,73,1979-04-08,97
Yeongcheon,1980-03-19,78,1980-04-10,100
Yeongcheon,1981-03-25,83,1981-04-07,96
Yeongcheon,1982-03-18,76,1982-04-02,91
Yeongcheon,1983-03-18,76,1983-04-09,98
Yeongcheon,1984-03-26,85,1984-04-16,106
Yeongcheon,1985-03-11,69,1985-04-13,102
Yeongcheon,1986-03-11,69,1986-04-10,99
Yeongcheon,1987-03-11,69,1987-04-06,95
Yeongcheon,1988-03-21,80,1988-04-13,103
Yeongcheon,1989-03-16,74,1989-04-03,92
Yeongcheon,1990-03-12,70,1990-03-31,89
Yeongcheon,1991-03-28,86,1991-04-06,95
Yeongcheon,1992-03-22,81,1992-04-04,94
Yeongcheon,1993-03-13,71,1993-04-03,92
Yeongcheon,1994-03-26,84,1994-04-02,91
Yeongcheon,1995-03-18,76,1995-04-09,98
Yeongcheon,1996-03-25,84,1996-04-12,102
Yeongcheon,1997-03-17,75,1997-03-31,89
Yeongcheon,1998-03-17,75,1998-04-02,91
Yeongcheon,1999-03-15,73,1999-04-05,94
Yeongcheon,2000-03-21,80,2000-04-02,92
Yeongcheon,2001-03-19,77,2001-03-31,89
Yeongcheon,2002-03-07,65,2002-03-22,80
Yeongcheon,2003-03-21,79,2003-04-03,92
Yeongcheon,2004-03-15,74,2004-03-28,87
Yeongcheon,2005-03-25,83,2005-04-07,96
Yeongcheon,2006-03-23,81,2006-04-04,93
Yeongcheon,2007-03-22,80,2007-04-01,90
Yeongcheon,2008-03-26,85,2008-04-04,94
Gyeongju,"Series([],",,"Series([],",
Geochang,1973-03-27,85,1973-04-05,94
Geochang,1974-04-05,94,1974-04-13,102
Geochang,1975-03-20,78,1975-04-13,102
Geochang,1976-03-29,88,1976-04-13,103
Geochang,1977-04-02,91,1977-04-08,97
Geochang,1978-04-04,93,1978-04-10,99
Geochang,1979-03-23,81,1979-04-10,99
Geochang,1980-03-30,89,1980-04-10,100
Geochang,1983-03-27,85,1981-04-09,98
Geochang,1984-04-06,96,1982-04-05,94
Geochang,1985-04-05,94,1983-04-12,101
Geochang,1986-03-28,86,1984-04-17,107
Geochang,1987-03-20,78,1985-04-16,105
Geochang,1988-03-20,79,1986-04-13,102
Geochang,1989-04-03,92,1987-04-09,98
Geochang,1991-03-21,79,1988-04-15,105
Geochang,1992-03-27,86,1989-04-08,97
Geochang,1993-03-26,84,1990-04-08,97
Geochang,1994-04-02,91,1991-04-11,100
Geochang,1995-03-28,86,1992-04-02,92
Geochang,1996-04-01,91,1993-04-06,95
Geochang,1997-03-22,80,1995-04-09,98
Geochang,1998-03-20,78,1996-04-20,110
Geochang,1999-03-30,88,1997-04-08,97
Geochang,2000-03-29,88,1998-04-05,94
Geochang,2001-03-27,85,1999-04-11,100
Geochang,2002-03-14,72,2000-04-08,98
Geochang,2003-03-29,87,2001-04-05,94
Geochang,2004-03-26,85,2002-03-29,87
Geochang,2005-04-05,94,2003-04-05,94
Geochang,2006-03-29,87,2004-04-01,91
Geochang,2007-03-23,81,2005-04-11,100
Geochang,2008-03-27,86,2006-04-05,94
Geochang,2009-03-22,80,2007-03-30,88
Geochang,2010-03-26,84,2008-04-04,94
Geochang,2011-04-01,90,2009-04-01,90
Geochang,2012-04-03,93,2010-04-11,100
Geochang,2013-03-19,77,2011-04-11,100
Geochang,2014-03-24,82,2012-04-12,102
Geochang,2015-03-25,83,2013-04-03,92
Geochang,,,2014-03-31,89
Geochang,,,2015-03-31,89
Hapcheon,1973-02-28,58,1973-03-16,74
Hapcheon,1974-04-02,91,1974-04-08,97
Hapcheon,1975-04-01,90,1975-04-05,94
Hapcheon,1976-03-31,90,1976-04-07,97
Hapcheon,1977-03-18,76,1977-04-03,92
Hapcheon,1978-03-19,77,1978-04-06,95
Hapcheon,1979-03-08,66,1979-03-31,89
Hapcheon,1980-03-07,66,1980-04-07,97
Hapcheon,1981-03-11,69,1981-04-04,93
Hapcheon,1982-03-09,67,1982-03-31,89
Hapcheon,1983-03-11,69,1983-04-07,96
Hapcheon,1985-03-10,68,1984-04-14,104
Hapcheon,1986-03-14,72,1985-04-08,97
Hapcheon,1987-03-09,67,1986-04-05,94
Hapcheon,1988-03-15,74,1987-04-02,91
Hapcheon,1989-03-11,69,1988-04-08,98
Hapcheon,1990-03-15,73,1989-04-11,100
Hapcheon,1991-03-16,74,1990-03-27,85
Hapcheon,1992-03-21,80,1991-04-09,98
Hapcheon,1993-03-23,81,1992-03-30,89
Hapcheon,1994-03-21,79,1993-03-29,87
Hapcheon,1995-03-20,78,1994-04-01,90
Hapcheon,1996-03-25,84,1995-03-30,88
Hapcheon,1997-03-11,69,1996-04-09,99
Hapcheon,1998-03-07,65,1997-03-27,85
Hapcheon,1999-03-17,75,1998-03-29,87
Hapcheon,2000-03-19,78,1999-03-30,88
Hapcheon,2001-03-14,72,2000-03-31,90
Hapcheon,2002-03-11,69,2001-03-27,85
Hapcheon,2003-03-19,77,2002-03-19,77
Hapcheon,2004-03-12,71,2003-04-01,90
Hapcheon,2005-03-21,79,2004-03-24,83
Hapcheon,2006-03-15,73,2005-04-02,91
Hapcheon,2007-03-09,67,2006-03-27,85
Hapcheon,2008-03-16,75,2007-03-23,81
Hapcheon,,,2008-03-26,85
Miryang,1974-02-19,49,1973-04-01,90
Miryang,1975-02-16,46,1974-04-08,97
Miryang,1977-03-17,75,1975-04-07,96
Miryang,1978-03-17,75,1976-04-09,99
Miryang,1979-03-13,71,1977-04-05,94
Miryang,1980-03-19,78,1978-04-08,97
Miryang,1981-03-16,74,1979-03-30,88
Miryang,1982-03-11,69,1980-04-05,95
Miryang,1983-03-16,74,1981-04-03,92
Miryang,1984-03-29,88,1982-03-29,87
Miryang,1985-03-23,81,1983-04-05,94
Miryang,1986-03-07,65,1984-04-11,101
Miryang,1987-03-06,64,1985-04-07,96
Miryang,1988-03-13,72,1986-04-02,91
Miryang,1989-03-07,65,1987-04-02,91
Miryang,1990-03-06,64,1988-04-07,97
Miryang,1991-03-15,73,1989-04-01,90
Miryang,1992-03-08,67,1990-03-29,87
Miryang,1993-03-13,71,1991-04-08,97
Miryang,1994-03-19,77,1992-03-31,90
Miryang,1995-03-20,78,1993-03-31,89
Miryang,1996-03-23,82,1994-04-01,90
Miryang,1997-03-14,72,1995-04-03,92
Miryang,1998-03-10,68,1996-04-11,101
Miryang,1999-03-16,74,1997-03-31,89
Miryang,2000-03-16,75,1998-03-29,87
Miryang,2001-03-15,73,1999-04-02,91
Miryang,2002-03-09,67,2000-04-01,91
Miryang,2003-03-01,59,2001-03-27,85
Miryang,2004-03-10,69,2002-03-21,79
Miryang,2005-03-28,86,2003-03-30,88
Miryang,2006-03-19,77,2004-03-26,85
Miryang,2007-03-23,81,2005-04-06,95
Miryang,2008-03-16,75,2006-03-31,89
Miryang,,,2007-03-27,85
Miryang,,,2008-03-28,87
Sancheong,1973-03-12,70,1973-03-18,76
Sancheong,1974-03-15,73,1974-04-08,97
Sancheong,1975-03-13,71,1975-04-03,92
Sancheong,1976-03-18,77,1976-04-07,97
Sancheong,1977-03-11,69,1977-04-03,92
Sancheong,1978-03-14,72,1978-04-01,90
Sancheong,1979-03-08,66,1979-03-31,89
Sancheong,1980-03-09,68,1980-04-05,95
Sancheong,1981-03-12,70,1981-04-03,92
Sancheong,1982-03-16,74,1982-03-31,89
Sancheong,1983-03-22,80,1983-04-08,97
Sancheong,1984-03-27,86,1984-04-13,103
Sancheong,1985-03-26,84,1985-04-10,99
Sancheong,1986-03-24,82,1986-04-07,96
Sancheong,1987-03-12,70,1987-04-03,92
Sancheong,1988-03-23,82,1988-04-09,99
Sancheong,1989-03-16,74,1989-04-01,90
Sancheong,1990-02-28,58,1990-03-22,80
Sancheong,1991-03-14,72,1991-04-05,94
Sancheong,1992-03-11,70,1992-04-01,91
Sancheong,1993-03-19,77,1993-04-04,93
Sancheong,1994-03-26,84,1994-04-04,93
Sancheong,1995-03-17,75,1995-04-01,90
Sancheong,1996-03-25,84,1996-04-13,103
Sancheong,1997-03-19,77,1997-04-03,92
Sancheong,1998-03-13,71,1998-03-28,86
Sancheong,1999-03-18,76,1999-04-02,91
Sancheong,2000-03-28,87,2000-04-03,93
Sancheong,2001-03-24,82,2001-04-02,91
Sancheong,2002-03-15,73,2002-03-22,80
Sancheong,2003-03-22,80,2003-03-31,89
Sancheong,2004-03-16,75,2004-03-27,86
Sancheong,2005-03-24,82,2005-04-04,93
Sancheong,2006-03-17,75,2006-03-30,88
Sancheong,2007-03-14,72,2007-03-26,84
Sancheong,2008-03-16,75,2008-03-28,87
Geoje,1981-04-01,90,1974-04-08,97
Geoje,1982-03-23,81,1978-04-05,94
Geoje,1983-03-28,86,1979-04-06,95
Geoje,1984-03-27,86,1980-04-08,98
Geoje,1985-03-22,80,1981-04-05,94
Geoje,1986-03-26,84,1982-03-28,86
Geoje,1987-03-24,82,1983-04-03,92
Geoje,1988-03-26,85,1984-04-10,100
Geoje,1989-03-20,78,1985-04-01,90
Geoje,1990-03-21,79,1986-04-06,95
Geoje,1991-03-29,87,1987-03-31,89
Geoje,1992-03-14,73,1988-03-31,90
Geoje,1993-03-16,74,1989-03-24,82
Geoje,1994-03-21,79,1990-03-24,82
Geoje,1995-03-20,78,1991-04-07,96
Geoje,1996-03-22,81,1992-04-01,91
Geoje,1997-03-14,72,1993-03-31,89
Geoje,1998-03-08,66,1994-04-02,91
Geoje,1999-03-11,69,1995-04-05,94
Geoje,2000-03-13,72,1996-04-08,98
Geoje,2001-03-19,77,1997-03-28,86
Geoje,2002-03-11,69,1998-03-27,85
Geoje,2003-03-12,70,1999-03-28,86
Geoje,2004-03-10,69,2000-04-01,91
Geoje,2005-03-16,74,2001-03-28,86
Geoje,2006-03-11,69,2002-03-21,79
Geoje,2007-03-08,66,2003-03-28,86
Geoje,2008-03-14,73,2004-03-24,83
Geoje,,,2005-04-04,93
Geoje,,,2006-03-27,85
Geoje,,,2007-03-25,83
Geoje,,,2008-03-27,86
Namhae,1973-03-04,62,1973-03-31,89
Namhae,1974-02-27,57,1974-04-07,96
Namhae,1975-02-22,52,1975-04-06,95
Namhae,1976-02-21,51,1976-04-04,94
Namhae,1977-02-27,57,1977-04-03,92
Namhae,1978-02-28,58,1978-04-09,98
Namhae,1979-02-18,48,1979-03-29,87
Namhae,1980-03-08,67,1980-04-01,91
Namhae,1981-03-15,73,1981-03-31,89
Namhae,1986-03-06,64,1982-03-26,84
Namhae,1987-03-02,60,1983-04-02,91
Namhae,1988-03-10,69,1984-04-11,101
Namhae,1989-02-28,58,1985-04-07,96
Namhae,1990-03-02,60,1986-04-02,91
Namhae,1991-03-07,65,1987-03-31,89
Namhae,1992-03-01,60,1988-03-28,87
Namhae,1993-03-08,66,1989-03-29,87
Namhae,1994-03-14,72,1990-03-24,82
Namhae,1995-03-17,75,1991-04-06,95
Namhae,1996-03-18,77,1992-03-27,86
Namhae,1997-03-10,68,1993-04-01,90
Namhae,1998-03-04,62,1994-03-28,86
Namhae,1999-03-10,68,1995-04-03,92
Namhae,2000-03-08,67,1996-04-09,99
Namhae,2001-03-19,77,1997-03-28,86
Namhae,2002-03-12,70,1998-03-27,85
Namhae,2003-03-13,71,1999-04-01,90
Namhae,2004-02-28,58,2000-04-02,92
Namhae,2005-03-14,72,2001-03-25,83
Namhae,2006-03-14,72,2002-03-21,79
Namhae,2007-03-09,67,2003-03-28,86
Namhae,2008-03-14,73,2004-03-24,83
Namhae,,,2005-04-05,94
Namhae,,,2006-03-30,88
Namhae,,,2007-03-26,84
Namhae,,,2008-03-28,87
